Personal Pronouns,Demonstrative Pronouns,Quidam,Reflexive Pronouns,Iste,Alius,Ipse,Idem,Priusquam,Antequam,Quominus,Dum,Quin,Ut,Conditionals,Prepositions,Interrogative Sentences,Superlatives,Atque + consonant,Relative Clauses,Mean Length Relative Clauses,Gerunds and Gerundives,Cum,Conjunctions,Vocatives,Mean Sentence Length,Characters,Words,Corpus Name,Sentences,Type
0.01053,0.00837,0.00013,0.00103,0.00061,0.00029,0.00126,0.00068,0.00005,0.00005,0,0.00037,0.00026,0.00211,0.00342,0.00479,0.00134,0.00087,0.00003,0.39448,27.48173,0.00079,0.00087,0.01508,0.00003,68.07527,"37,986","7,326",Cicero Letters To Atticus Part 10,558,Prose
0.01132,0.00987,0.00023,0.00088,0.00051,0.00048,0.00105,0.00043,0.00003,0,0.00011,0.00006,0.0002,0.00318,0.00269,0.00539,0.0006,0.00077,0.00003,0.51329,31.69333,0.00068,0.00051,0.01367,0,69.12941,"35,256","6,950",Cicero Letters To Atticus Part 11,510,Prose
0.01262,0.00758,0.00032,0.00029,0.00068,0.00038,0.0012,0.00045,0,0.00007,0,0.00018,0.00011,0.00336,0.00366,0.00488,0.00129,0.00032,0,0.40525,26.45144,0.00099,0.00059,0.01643,0.00002,59.6218,"44,299","8,828",Cicero Letters To Atticus Part 12,743,Prose
0.01163,0.00862,0.00033,0.00088,0.00075,0.00033,0.00086,0.00055,0.00002,0.00007,0.00002,0.00004,0.00011,0.00303,0.00305,0.00487,0.0018,0.00042,0,0.31191,27.91118,0.00072,0.00048,0.01597,0.00004,54.92771,"45,590","8,938",Cicero Letters To Atticus Part 13,830,Prose
0.011,0.00713,0.00008,0.0009,0.0007,0.0002,0.00085,0.00031,0,0.00008,0,0.00003,0.00023,0.00271,0.00158,0.00457,0.00149,0.00065,0.00006,0.36452,31.01594,0.00042,0.00065,0.01446,0.00025,62.8883,"35,469","6,738",Cicero Letters To Atticus Part 14,564,Prose
0.01176,0.00826,0.00009,0.00126,0.00048,0.00045,0.00057,0.00042,0.00003,0.00006,0,0.00009,0.00015,0.00326,0.00213,0.00545,0.00213,0.00066,0,0.33209,32.42731,0.00093,0.0006,0.01488,0.00012,55.49834,"33,410","6,483",Cicero Letters To Atticus Part 15,602,Prose
0.01096,0.0079,0.0002,0.00072,0.00049,0.00051,0.00077,0.00034,0.00003,0.00003,0,0.00009,0.00031,0.00335,0.00195,0.00429,0.00137,0.00077,0.00003,0.36,29.9812,0.00063,0.001,0.01568,0.00017,61.10664,"34,953","6,692",Cicero Letters To Atticus Part 16,572,Prose
0.01013,0.00815,0.00018,0.00125,0.00058,0.00033,0.00074,0.00018,0,0.00007,0.00009,0.00002,0.00013,0.00326,0.00257,0.00404,0.00138,0.00033,0.00004,0.40805,31.67584,0.00051,0.00071,0.01355,0.00004,76.57436,"44,796","8,530",Cicero Letters To Atticus Part 2,585,Prose
0.01399,0.00621,0.00007,0.00037,0.0004,0.00044,0.00095,0.00048,0,0.00007,0.00004,0.00004,0,0.00365,0.00343,0.00435,0.00095,0.00095,0,0.49829,31.37551,0.0008,0.00051,0.01432,0,85.7931,"27,368","5,346",Cicero Letters To Atticus Part 3,319,Prose
0.00971,0.00702,0.00021,0.00096,0.00035,0.00032,0.00085,0.00035,0,0.00003,0,0.00003,0.00011,0.00267,0.00213,0.00438,0.00115,0.00075,0,0.34706,33.24138,0.00048,0.00075,0.01265,0.00005,67.77215,"37,478","7,061",Cicero Letters To Atticus Part 4,553,Prose
0.01044,0.00707,0.00013,0.00072,0.00005,0.00034,0.00087,0.0004,0.00003,0.00011,0,0.00019,0.00011,0.00302,0.00209,0.00485,0.00079,0.00072,0.00003,0.36397,31.04089,0.00048,0.00098,0.01264,0.00003,65.98252,"37,742","7,179",Cicero Letters To Atticus Part 5,572,Prose
0.01074,0.00773,0.00024,0.00074,0.00042,0.00027,0.00074,0.00027,0,0,0,0.00015,0.00006,0.00244,0.0017,0.00517,0.00184,0.00077,0,0.35666,30.25339,0.00036,0.00077,0.01315,0,66.71429,"33,624","6,333",Cicero Letters To Atticus Part 6,504,Prose
0.00924,0.00875,0.00015,0.00065,0.00041,0.0003,0.00118,0.00062,0,0.00004,0.00006,0.00017,0.00019,0.00265,0.00239,0.00506,0.00179,0.00095,0,0.37375,30.3467,0.00069,0.00069,0.01435,0.00004,67.66764,"46,420","8,982",Cicero Letters To Atticus Part 7,686,Prose
0.01052,0.00858,0.00017,0.00059,0.00027,0.00037,0.00096,0.00064,0.00002,0.00007,0.00005,0.00012,0.00029,0.0027,0.00214,0.00332,0.00125,0.00074,0.00002,0.5,30.03753,0.00079,0.00113,0.0135,0,86.73561,"40,679","7,731",Cicero Letters To Atticus Part 8,469,Prose
0.01048,0.00992,0.0003,0.00088,0.00034,0.00034,0.00099,0.00041,0,0,0,0.00011,0.00026,0.003,0.00192,0.00377,0.00149,0.0008,0,0.39054,30.22767,0.00065,0.00073,0.01468,0.00006,72.58216,"46,380","8,963",Cicero Letters To Atticus Part 9,639,Prose
0.0085,0.0069,0.00021,0.00071,0.00017,0.00042,0.00088,0.00044,0,0.00002,0.00006,0.00013,0.00017,0.00213,0.00229,0.00396,0.00004,0.00094,0.0001,0.51313,37.27232,0.00075,0.00065,0.01499,0,104.68612,"52,029","9,536",Cicero Letters To Brutus,497,Prose
0.0097,0.00747,0.00028,0.00099,0.00041,0.00027,0.00091,0.00033,0.00001,0.00002,0.00003,0.0001,0.00007,0.00265,0.00171,0.00426,0.00072,0.00112,0.00001,0.46264,35.22526,0.00054,0.0008,0.01519,0.00003,101.12577,"98,901","18,612",Cicero Letters To Quintus,978,Prose
0.00342,0.00959,0.00043,0.00118,0.00063,0.00066,0.00115,0.00077,0.00003,0.00001,0.00001,0.00009,0.0001,0.0027,0.00233,0.00334,0.00167,0.00057,0.00009,0.64055,37.6277,0.00045,0.00104,0.01602,0.00001,130.73458,"97,528","17,969",Cicero Lucullus,746,Prose
0.00181,0.00778,0.00077,0.00059,0.00014,0.00102,0.00105,0.00096,0,0.00001,0,0.00008,0.00011,0.00278,0.00178,0.00369,0.00084,0.00074,0.00016,0.63932,32.53086,0.00081,0.00092,0.0203,0.00003,140.15458,"102,453","18,534",Cicero Orator,731,Prose
0.00408,0.00614,0.00012,0.00107,0.00087,0.00044,0.00091,0.00048,0,0,0,0.00012,0.00004,0.00182,0.00269,0.00293,0.00412,0.00091,0.00028,0.51095,26.96988,0.00079,0.00075,0.01343,0.00004,107.87179,"25,242","4,615",Cicero Paradoxa Stoicorum Ad M Brutum,234,Prose
0.00501,0.008,0.00049,0.00079,0.00079,0.00029,0.00093,0.00044,0.00005,0.0001,0.00005,0.00005,0.00005,0.00245,0.00172,0.00412,0.00339,0.00108,0,0.6129,31.45806,0.00034,0.00049,0.01261,0.00005,92.60455,"20,373","3,710",Cicero Philippicae Part 1,220,Prose
0.00242,0.00777,0.0002,0.00091,0.00033,0.0002,0.00091,0.00052,0,0.00007,0.00007,0,0.00007,0.00163,0.00157,0.00346,0.00209,0.00163,0.00026,0.64912,33.20833,0.00085,0.00072,0.01359,0.00007,109.33571,"15,307","2,738",Cicero Philippicae Part 10,140,Prose
0.00238,0.00711,0,0.00115,0.00017,0.00047,0.0006,0.00034,0.00004,0,0,0.00004,0.00004,0.00162,0.002,0.00345,0.0026,0.00183,0.00038,0.5163,32.14557,0.00119,0.00089,0.01345,0.00004,99.58898,"23,503","4,124",Cicero Philippicae Part 11,236,Prose
0.00537,0.00691,0,0.00091,0.00017,0.00034,0.00051,0.00057,0,0.00006,0,0.00006,0,0.00183,0.00251,0.00331,0.00457,0.00149,0.00023,0.4,33.025,0.00063,0.00091,0.01211,0,84.97573,"17,505","3,142",Cicero Philippicae Part 12,206,Prose
0.00365,0.00747,0.00013,0.0009,0.00017,0.0004,0.0011,0.00047,0,0,0,0.0001,0.00013,0.0013,0.00239,0.00256,0.00292,0.00189,0.00013,0.45385,33.13187,0.0009,0.0006,0.01226,0.00013,88.28152,"30,104","5,232",Cicero Philippicae Part 13,341,Prose
0.00283,0.00749,0.00015,0.0006,0.00035,0.0003,0.00104,0.00084,0,0.00005,0.00005,0.00005,0,0.00159,0.00129,0.00397,0.00164,0.00198,0.00025,0.55085,38.25203,0.0005,0.00089,0.0126,0.00005,135.24832,"20,152","3,379",Cicero Philippicae Part 14,149,Prose
0.00767,0.00686,0.00016,0.00096,0.0007,0.00042,0.00074,0.00037,0.00006,0,0,0.00013,0.00005,0.00184,0.00166,0.00336,0.00366,0.00133,0.00006,0.46182,29.27723,0.00035,0.00098,0.01111,0.00006,81.75817,"62,545","11,374",Cicero Philippicae Part 2,765,Prose
0.00249,0.00738,0.00027,0.00095,0,0.00023,0.00068,0.00045,0,0,0,0.00005,0.00009,0.0014,0.00136,0.0034,0.00263,0.00159,0.00018,0.4359,35.7767,0.0005,0.00082,0.01485,0.00005,106.16346,"22,082","3,762",Cicero Philippicae Part 3,208,Prose
0.00396,0.00692,0,0.00099,0.00012,0.00025,0.00074,0,0.00012,0,0,0.00012,0,0.00161,0.00161,0.00173,0.00235,0.00223,0.00025,0.6,34.22222,0.00025,0.00037,0.01298,0.00012,107.82667,"8,087","1,362",Cicero Philippicae Part 4,75,Prose
0.00156,0.00769,0.00017,0.00086,0.0001,0.00027,0.00063,0.00033,0.00003,0,0,0.0001,0,0.00153,0.00169,0.00322,0.00279,0.00119,0.0002,0.54902,29.95082,0.00066,0.0007,0.01247,0.00007,107.33096,"30,160","5,112",Cicero Philippicae Part 5,281,Prose
0.00416,0.00674,0.0001,0.00079,0.00059,0.0003,0.0003,0.0003,0,0,0,0.0001,0,0.00238,0.00188,0.00297,0.00396,0.00119,0.0001,0.44318,26.20339,0.0004,0.00069,0.0109,0.0001,80.728,"10,091","1,780",Cicero Philippicae Part 6,125,Prose
0.00376,0.00783,0.00008,0.00047,0.00008,0.00039,0.00055,0.00063,0.00016,0,0,0.00008,0.00008,0.00165,0.00165,0.00227,0.00407,0.00133,0.00016,0.44828,34.72308,0.00039,0.00102,0.01081,0,95.97744,"12,765","2,203",Cicero Philippicae Part 7,133,Prose
0.00484,0.00743,0.00036,0.00121,0.00006,0.00036,0.00036,0.0003,0,0.00006,0,0.00006,0.00012,0.00193,0.00187,0.00296,0.00351,0.0006,0.00012,0.44805,28.94845,0.0006,0.00109,0.01233,0.00006,79.54808,"16,546","2,991",Cicero Philippicae Part 8,208,Prose
0.0018,0.00815,0.00021,0.00095,0.00011,0.00032,0.00127,0,0,0,0.00011,0,0.00032,0.0018,0.00201,0.00265,0.00042,0.00085,0.00021,0.77778,33.7125,0.00106,0.00095,0.01291,0,145.33846,"9,447","1,641",Cicero Philippicae Part 9,65,Prose
0.00662,0.00451,0.00012,0.00072,0.00016,0.00044,0.00084,0.00104,0,0,0.00004,0.00008,0,0.0016,0.00168,0.00379,0.00144,0.0016,0.00016,0.68269,36.23871,0.00056,0.00124,0.0132,0,189.90909,"25,068","4,330",Cicero Post Reditum In Senatu,132,Prose
0.0044,0.00942,0.00009,0.00104,0.00059,0.00039,0.00092,0.00065,0,0.00004,0,0.00002,0.00016,0.00174,0.00328,0.0042,0.00249,0.0005,0.00009,0.60883,32.03394,0.00113,0.00124,0.01362,0,122.73348,"55,721","10,382",Cicero Pro A Caecina,454,Prose
0.00251,0.01023,0.00036,0.00128,0.00025,0.00043,0.00107,0.00059,0,0.00003,0.00002,0.00006,0.00007,0.0019,0.00143,0.00463,0.0017,0.0011,0.0002,0.57198,37.16294,0.00054,0.00092,0.0123,0,122.15393,"118,245","20,775",Cicero Pro A Cluentio,968,Prose
0.00401,0.00915,0.00062,0.00107,0,0.00051,0.00102,0.00079,0,0,0,0,0,0.00107,0.00181,0.00412,0.00152,0.00181,0.00068,0.69231,42.97297,0.00079,0.0013,0.01666,0.00006,151.33333,"17,706","3,115",Cicero Pro Archia,117,Prose
0.00248,0.00765,0.00036,0.00078,0.00023,0.00026,0.0009,0.00034,0.00003,0,0.00008,0,0.00018,0.00191,0.00248,0.00471,0.00207,0.00178,0.00036,0.6178,34.03125,0.00057,0.00093,0.01285,0.0001,152.89328,"38,682","6,796",Cicero Pro Balbo,253,Prose
0.00505,0.0062,0.00005,0.00045,0.0006,0.00015,0.00065,0.00035,0,0,0,0,0.00025,0.001,0.00205,0.0041,0.0024,0.00135,0.00025,0.57759,32.71901,0.0008,0.0009,0.01309,0,138.02759,"20,014","3,547",Cicero Pro C Rabirio,145,Prose
0.00406,0.01004,0.00013,0.00112,0.0004,0.00027,0.00094,0.00049,0,0,0.00004,0.00009,0.00004,0.00205,0.00268,0.00268,0.00223,0.00103,0.00018,0.47283,30.07746,0.00045,0.00054,0.01352,0.00009,97.45217,"22,414","4,071",Cicero Pro C Rabirio Postumo,230,Prose
0.00249,0.00673,0.00008,0.00065,0.0005,0.00027,0.0008,0.0005,0,0,0,0.00004,0.00011,0.00168,0.00161,0.00459,0.00237,0.0018,0.00004,0.66154,37.05114,0.00119,0.00061,0.01393,0,145.2,"26,136","4,536",Cicero Pro Fonteio,180,Prose
0.00402,0.00645,0.00014,0.00119,0.00083,0.00033,0.00086,0.00043,0.00003,0.00002,0,0.00002,0.00005,0.00137,0.00199,0.00378,0.0028,0.00156,0.00021,0.46791,30.90237,0.00054,0.00089,0.0115,0.0001,97.30543,"62,762","10,904",Cicero Pro L Flacco,645,Prose
0.00781,0.00867,0.0004,0.00103,0.00057,0.00103,0.00109,0.00075,0,0.00006,0,0.00006,0.00017,0.00218,0.00264,0.00373,0.00287,0.00121,0.00006,0.58042,27.35971,0.00029,0.00126,0.01143,0,92.13228,"17,413","3,280",Cicero Pro Ligario,189,Prose
0.00377,0.00749,0.00037,0.00125,0.00104,0.00048,0.00104,0.00054,0.00002,0.00002,0,0.00004,0.00008,0.00154,0.00248,0.00377,0.00212,0.00148,0.00023,0.5641,36.19333,0.00037,0.00092,0.01408,0.00004,117.82108,"48,071","8,465",Cicero Pro M Caelio,408,Prose
0.00491,0.0059,0.00053,0.00046,0.0006,0.00053,0.00113,0.0008,0,0,0,0,0.0002,0.00206,0.00133,0.00292,0.00093,0.00099,0.0002,0.60784,34.8785,0.00066,0.00113,0.01817,0,130,"15,080","2,766",Cicero Pro Marcello,116,Prose
0.00401,0.00933,0.00009,0.00131,0.00012,0.00015,0.0012,0.00038,0.00002,0.00002,0,0.00007,0.00014,0.00194,0.00258,0.00361,0.00267,0.0017,0.0001,0.56305,33.20718,0.00069,0.00088,0.01191,0.0001,120.82952,"58,119","10,515",Cicero Pro Milone,481,Prose
0.00515,0.00657,0.00013,0.00057,0.00065,0.00027,0.00104,0.00082,0,0.00003,0,0.00007,0.00003,0.00174,0.00207,0.00323,0.00154,0.00165,0.00025,0.49153,35.73761,0.00077,0.00057,0.01402,0,120.16466,"59,842","10,550",Cicero Pro Murena,498,Prose
0.00863,0.00855,0.00018,0.0007,0.00048,0.00042,0.00088,0.00059,0,0.00002,0.00003,0.00002,0.00018,0.00184,0.00248,0.00383,0.00211,0.00142,0.00019,0.61596,31.43451,0.00061,0.00074,0.01511,0.00002,121.75049,"62,458","11,575",Cicero Pro Plancio,513,Prose
0.00456,0.00779,0.00004,0.00116,0.00084,0.00021,0.00111,0.00025,0,0.00006,0.00004,0.00013,0.00011,0.00225,0.00246,0.00405,0.00267,0.00078,0.00015,0.49041,32.83386,0.00038,0.0012,0.01103,0.00002,100.6723,"47,618","8,642",Cicero Pro Publio Quinctio,473,Prose
0.00449,0.00815,0.00004,0.00152,0.00012,0.00031,0.00047,0.00035,0,0.00004,0.00008,0,0.00008,0.00125,0.00261,0.00562,0.00609,0.0014,0,0.32922,29.67133,0.00059,0.00059,0.01174,0,64.56675,"25,633","4,760",Cicero Pro Q Roscio Comoedo,397,Prose
0.00595,0.0079,0.00014,0.00149,0.00046,0.00005,0.00084,0.0006,0.00005,0.00005,0.00005,0.00005,0.00009,0.00139,0.00116,0.00372,0.00219,0.00149,0.00019,0.52941,35.22308,0.00037,0.00139,0.01427,0.00009,109.17766,"21,508","3,906",Cicero Pro Rege Deiotaro,197,Prose
0.0038,0.00951,0.00004,0.00099,0.0008,0.00046,0.00113,0.00022,0,0.00001,0.00004,0.00014,0.00006,0.00247,0.00243,0.00447,0.00257,0.00127,0.00026,0.61943,34.77558,0.00029,0.00087,0.0132,0.00003,109.43958,"72,449","13,249",Cicero Pro S Roscio,662,Prose
0.00502,0.00738,0.00042,0.00169,0.00085,0.00042,0.00188,0.00048,0,0.00006,0,0.00006,0,0.00139,0.00212,0.00387,0.0026,0.00163,0.00024,0.51938,33.71154,0.00079,0.00079,0.0158,0,98.33333,"16,520","2,969",Cicero Pro Scauro,168,Prose
0.00357,0.00754,0.00016,0.00136,0.00015,0.00049,0.00098,0.00065,0.00001,0.00001,0.00001,0.00005,0.00006,0.0017,0.00143,0.00425,0.00186,0.00149,0.00015,0.59165,36.47529,0.00068,0.00083,0.01365,0.00005,158.11166,"96,290","16,826",Cicero Pro Sestio,609,Prose
0.00682,0.00874,0.00014,0.0014,0.00039,0.00033,0.00082,0.00047,0,0.00002,0,0.00002,0.00008,0.00181,0.00243,0.00425,0.00204,0.00136,0.00033,0.55627,33.17337,0.00052,0.0012,0.01315,0.00004,127.09877,"51,475","9,299",Cicero Pro Sulla,405,Prose
0.00355,0.0102,0,0.00111,0.00055,0.00022,0.00155,0.00022,0,0,0,0.00011,0.00006,0.00327,0.00244,0.00366,0.00266,0.00055,0.00017,0.46763,29.35965,0.00055,0.001,0.01247,0,98.59016,"18,042","3,439",Cicero Pro Tullio,183,Prose
0.00137,0.00916,0.00029,0.00186,0.00004,0.00058,0.00099,0.00166,0,0,0,0,0.00004,0.00215,0.00091,0.00447,0.00008,0.00058,0.00054,0.71233,29.36493,0.00128,0.00099,0.02134,0,161.99329,"24,137","4,219",Cicero Timaeus,149,Prose
0.00143,0.0097,0.00064,0.00037,0.00003,0.00162,0.00056,0.00085,0.00003,0,0,0.00011,0,0.00276,0.00197,0.00529,0.00021,0.00013,0.00003,0.62382,30.55556,0.00109,0.00114,0.0156,0,114.73476,"37,633","6,882",Cicero Topica,328,Prose
0.00306,0.00818,0.00053,0.00109,0.00052,0.00062,0.00118,0.00044,0,0.00004,0.00004,0.00006,0.00012,0.00241,0.00205,0.00312,0.00251,0.00033,0.00015,0.5567,28.38737,0.00071,0.00103,0.01534,0.00009,103.81595,"67,688","12,705",Cicero Tusculanae Disputationes Part 1,652,Prose
0.0035,0.00759,0.00051,0.00106,0.00014,0.00038,0.00111,0.00081,0.00003,0,0,0.00016,0.00005,0.00249,0.00225,0.00317,0.00225,0.00043,0.00008,0.48173,30.2716,0.00106,0.00087,0.01401,0.00027,96.36292,"36,907","6,964",Cicero Tusculanae Disputationes Part 2,383,Prose
0.00247,0.0085,0.00039,0.00124,0.00029,0.00074,0.00103,0.00095,0,0.00004,0,0.00004,0.00002,0.00266,0.00188,0.00307,0.00188,0.00029,0.00012,0.61408,29.05774,0.00062,0.00093,0.01497,0.00019,108.98202,"48,497","8,872",Cicero Tusculanae Disputationes Part 3,445,Prose
0.00152,0.00711,0.00065,0.00102,0.0004,0.00127,0.00115,0.00056,0.00004,0,0,0.00017,0.00006,0.00252,0.00133,0.00385,0.00183,0.00021,0.00013,0.61589,29.59819,0.00083,0.00063,0.01623,0,123.05128,"47,990","8,384",Cicero Tusculanae Disputationes Part 4,390,Prose
0.00208,0.00801,0.00052,0.00163,0.00039,0.00077,0.00102,0.00063,0.00002,0.00003,0,0.00005,0.00011,0.0021,0.00193,0.00282,0.00242,0.00064,0.00029,0.5736,30.8254,0.00087,0.00108,0.01552,0.00006,114.66913,"62,036","10,979",Cicero Tusculanae Disputationes Part 5,541,Prose
